회사명,등급,005000/종업원수,011100/  현금및현금등가물,012000/유동자산(계),013000/투자자산(계),013200/유형자산(계),013400/무형자산,014000/비유동자산,015000/총자산(지급보증제외),016000/유동부채(계),017000/비유동부채(계),018000/부채총계,018100/자본금,018102/[1주의 금액],018110/보통주자본금,018111/ [보통주발행주식수],018200/ 자본잉여금,018300/ 이익잉여금,018900/자기자본,019000/부채와자본총계,021000/영업수익,023000/매출총이익,024000/판매비와관리비,025000/영업이익,025100/영업외수익,026000/영업외비용,028000/법인세차감전순이익(손실),028100/법인세비용(법인세등),029000/당기순이익,029009/기본주당순이익,035000/(합계)처분가능이익잉여금,036300/배당금,036400/배당률,036310/현금배당금,061000/영업활동으로인한현금흐름,061100/ 당기순이익(손실),062000/투자활동으로인한현금흐름,062500/ 투자활동으로인한현금유출액,063000/재무활동으로인한현금흐름,064000/현금예금의증가,065000/기초현금과예금,066000/기말현금과예금,091010/총자산증가율,091050/자기자본증가율,091060/영업수익증가율,091065/영업이익증가율,091070/법인세비용차감전순이익증가율,091080/순이익증가율,091090/종업원수증가율,092010/총자본세전이익율,092060/자기자본법인세비용차감전순이익율,092070/자기자본순이익율,092080/자본금법인세비용차감전순이익율,092090/자본금순이익율,092100/매출액법인세비용차감전순이익율,092110/매출액순이익율,092120/매출액영업이익율,093010/자기자본비율,093060/부채비율,094010/총자본회전율,093190/유보액대납입자본비율,095020/종업원1인당영업수익
포스코인터내셔널,A1,1877,49996203400,4.94499E+12,1.20061E+12,6.42326E+11,1.40246E+12,3.59161E+12,3.62765E+12,4.51453E+12,1.23234E+12,5.74687E+12,6.16876E+11,500,6.16876E+11,123375149,5.18864E+11,1.62468E+12,2.78974E+12,8.5366E+12,2.23419E+13,4.82603E+11,5.6041E+11,3.72297E+11,8.59125E+11,1.06714E+12,1.64284E+11,45468908800,1.18815E+11,968.8,1.23006E+11,69089939400,11.2,69089939400,40050842600,1.18815E+11,-1.13907E+11,1.98365E+11,78862002400,5006148600,44179031400,49996203400,8.446,6.182,21.146,11.896,-6.962,-12.364,36.288,2.024,7.358,4.418,27.172,94.85,0.742,0.54,1.666,32.718,205.966,2.722,352.236,11774244864
포스코케미칼,A1,803.6,1.05331E+11,4.27915E+11,1.48729E+11,2.30538E+11,6545939000,3.91374E+11,7.91424E+11,1.43379E+11,2342486200,1.45721E+11,37592537200,1000,29535000000,59070000,21102400000,6.22894E+11,6.73568E+11,8.19289E+11,1.27016E+12,1.59233E+11,54325728800,1.01365E+11,6349870200,7517361200,1.00198E+11,23918178000,76279593800,1291.6,73204894400,22446600000,76,22446600000,64756299400,76279593800,-42309577400,88142033800,-19493100000,2953622000,1.02408E+11,1.05331E+11,8.53,8.474,12.378,11.78,13.936,13.408,5.71,12.722,15.46,11.786,339.254,265.96,7.904,6.02,8.014,82.194,21.672,1.614,2180.574,940469142
하나금융지주,A1,108.2,3.77129E+11,0,7928310000,6002600,5008000000,0,9.64014E+12,0,0,5.08285E+12,1.03557E+12,500,1.49273E+12,298546462,8.99323E+12,4.89601E+12,1.53911E+13,2.04739E+13,9.7874E+11,0,38105600000,8.14413E+11,660600000,8644200000,8.0643E+11,59400000,8.0637E+11,2616.2,6.99821E+11,4.18219E+11,28,4.18219E+11,8.0919E+11,8.0643E+11,-9.99385E+11,1.00239E+12,-9055000000,-1.9925E+11,5.76378E+11,3.77129E+11,4.06,5.454,66.832,94.896,93.924,93.642,25.066,3.994,7.668,5.344,54.198,43.348,81.08,81.11,81.952,75.15,33.156,0.052,930.838,9744879904
한국가스공사,A1,1733.2,34845366200,8.19148E+12,8.62086E+12,1.94095E+13,3.6476E+11,2.86036E+13,1.42001E+13,8.33728E+12,2.14255E+13,2.97627E+13,2.83309E+11,500,4.61565E+11,92313000,1.3249E+12,4.23118E+12,7.03239E+12,3.67951E+13,2.34136E+13,8.68732E+11,3.3779E+11,1.026E+12,1.20161E+12,2.35886E+12,-1.31249E+11,94207696000,-2.25457E+11,-2620.4,3.01904E+11,1.19187E+11,27.2,1.19187E+11,4.00701E+11,-2.25457E+11,-6.63402E+11,1.44589E+12,1.9198E+11,-70720746600,1.05574E+11,34845366200,1.586,-3.826,12.936,11.512,0,0,6.642,-0.362,3.014,-2.882,-28.434,42.15,-0.73,-1.208,4.376,19.13,423.116,0.64,1445.786,5854792934
한국전력공사,A1,22196,7.12794E+11,9.08753E+12,3.16372E+13,6.55696E+13,1.68545E+11,9.80204E+13,1.0654E+14,1.84173E+13,3.39286E+13,5.23459E+13,3.20982E+12,0,3.20982E+12,641964077,1.23128E+12,3.70415E+13,5.4762E+13,1.07108E+14,6.01492E+13,-5.02298E+11,1.68798E+12,-6.94539E+11,1.49601E+12,1.04129E+12,-2.39819E+11,-1.85432E+11,-54387000000,-84.8,1.57958E+12,5.07152E+11,15.8,5.07152E+11,4.02586E+12,-54387000000,-6.04383E+12,6.82815E+12,1.63686E+12,-3.81106E+11,1.10857E+12,7.12794E+11,0.998,-1.602,0.09,-68.17,-60.34,-64.64,1.602,-0.214,3.87,-0.11,-7.468,-34.12,-0.388,-0.088,-1.148,51.13,95.646,0.564,1606.076,2705884312
한국전력기술,A1,2173,26227623200,2.71845E+11,39209764400,3.25173E+11,43948228200,4.95909E+11,7.62166E+11,2.37785E+11,70328451400,3.08114E+11,7644000000,0,7644000000,38220000,0,4.62454E+11,4.59641E+11,7.67754E+11,4.56297E+11,1.36799E+11,1.1687E+11,20121181200,14585851600,9548980200,25158052000,8907114400,16250938200,427.2,24080213600,6543483000,86,6543483000,73656702400,16250938200,-33789835600,54880327400,-33227857000,6639009800,19610640800,26227623200,-0.512,3.898,-8.164,92.904,-7.498,-15.724,3.2,3.26,7.55,3.624,329.122,169.24,5.45,3.52,4.448,59.864,67.03,0.594,6047.844,199294716
한국지역난방공사,A1,942.2,17889942200,6.31941E+11,59879299400,4.83124E+12,79343966200,5.05149E+12,2.76732E+12,9.66511E+11,3.04894E+12,4.01545E+12,82558198000,2500,57893720000,11578744,1.13713E+11,1.49769E+12,1.66798E+12,5.68344E+12,2.22617E+12,2.44402E+11,94714313200,56632219000,19983840400,2.14214E+11,-1.37598E+11,-29634692400,-1.07963E+11,-9324.4,-1.13459E+11,32652058000,56.4,32652058000,4.07631E+11,-1.07963E+11,-5.21756E+11,5.56213E+11,1.09713E+11,-4412029400,22301971600,17889942200,3.914,-8.29,24.018,-63.084,-40.02,-44.85,7.91,-2.39,8.326,-6.476,-237.674,-216.304,-5.052,-3.942,2.96,29.334,242.676,0.4,2781.116,1138901344
한국타이어앤테크놀로지,A1,0,1.38778E+11,1.95742E+12,2.5752E+12,1.5199E+12,34039989600,4.21967E+12,2.42098E+12,1.2646E+12,4.92712E+11,1.75731E+12,61937535000,500,61937535000,123875069,2.45906E+12,1.90812E+12,4.41978E+12,6.17709E+12,3.22259E+12,5.42578E+11,7.81058E+11,1.58644E+11,3.60974E+11,1.74638E+11,3.4498E+11,82843147000,2.62136E+11,2116.8,1.76277E+12,53256652400,86,53256652400,4.48491E+11,2.62136E+11,-3.38995E+11,6.5471E+11,-77566297800,31929733200,1.07233E+11,1.38778E+11,2.992,5.136,-1.902,-24.376,-14.098,-22.188,0,5.664,8.348,6.096,556.98,239.48,10.71,8.128,4.924,71.552,39.756,0.532,7037.632,457024370
한온시스템,A1,2220,5.97889E+11,1.42946E+12,1.08122E+12,4.48623E+11,2.67948E+11,1.83334E+12,1.2082E+12,7.52827E+11,8.96703E+11,1.64953E+12,53380000000,500,53380000000,533800000,48060000000,1.3195E+12,1.61327E+12,3.2628E+12,2.5423E+12,1.96977E+11,2.56255E+11,1.18749E+11,91835300800,88072717000,1.22512E+11,21072779600,1.01439E+11,190.2,1.2055E+11,42704000000,80,42704000000,3.0299E+11,1.01439E+11,-1.88962E+11,2.96343E+11,2.61259E+11,3.75286E+11,2.23277E+11,5.97889E+11,18.346,-3.108,6.138,10.946,-49.224,-48.916,4.118,4.428,7.616,6.128,229.51,45.776,4.97,4.12,4.758,50.21,104.028,0.846,2922.242,1111944838
한화솔루션,A1,2911.6,2.44581E+11,1.15229E+12,4.12637E+12,2.3254E+12,52009437400,6.53351E+12,7.48361E+12,1.48332E+12,1.23258E+12,2.71589E+12,5.47093E+11,3400,8.1895E+11,163789980,5.59026E+11,3.40945E+12,4.96991E+12,7.6858E+12,3.98477E+12,4.62248E+11,2.95641E+11,4.47548E+11,5.18998E+11,3.05242E+11,6.61304E+11,1.43829E+11,5.17475E+11,3150.4,5.45878E+11,42757061000,5.2,42757061000,4.15814E+11,6.61304E+11,-2.95945E+11,7.52748E+11,-1.45311E+11,-25441827800,2.70275E+11,2.44581E+11,3.524,10.174,6.03,-5.142,27.532,20.012,0.27,8.752,14.3,10.928,79.962,155.06,16.592,12.984,11.246,64.63,54.812,0.528,504.99,1619557376
한화시스템,A1,973.2,1.71802E+11,8.84661E+11,18044278200,1.89754E+11,3.39584E+11,6.15682E+11,5.69128E+11,7.13431E+11,1.67612E+11,8.81043E+11,3.14951E+11,5000,4.14201E+11,41420137.2,0,44316199800,6.193E+11,1.50034E+12,1.01631E+12,1.13628E+11,83004399800,39240448200,4778294400,8592286600,35426456600,5051340400,30375116000,875.6,28909999800,15820404000,3.1,15820404000,1.08949E+11,30375116000,-42082307800,68434422400,-13560092000,53306557600,1.18502E+11,1.71802E+11,71.754,86.988,18.272,36.598,41.062,98.832,38.406,2.994,9.948,5.914,10.232,31.446,3.432,2.864,3.834,39.99,152.624,0.884,43.454,355885856
한화에어로스페이스,A1,1027.8,2.00612E+11,1.20565E+12,1.6078E+12,6.41647E+11,3.67665E+11,2.64057E+12,1.6351E+12,9.83759E+11,8.64828E+11,1.84859E+12,1.66647E+11,5000,2.6565E+11,52264000,1.87179E+11,1.31453E+12,1.99763E+12,3.84622E+12,1.40507E+12,90727358000,2.39791E+11,-76906123600,1.41308E+11,89869441800,-25467392400,1013101600,-26480494000,-505.4,0,0,0,0,-1.1751E+11,-25467392400,60058086200,3.32039E+11,1.56953E+11,99501412600,1.01111E+11,2.00612E+11,-5.948,-4.386,-37.462,0,-95.65,0,-39.712,-0.674,8.078,-1.302,-9.584,195.03,-2.608,-2.128,-6.288,51.954,92.634,0.348,651.978,708055674
현대건설,A1,3008.2,1.42528E+12,7.85441E+12,2.20048E+12,3.41217E+11,28604800000,3.52522E+12,4.74175E+12,4.1981E+12,1.78209E+12,5.98019E+12,3.37551E+11,5000,5.56779E+11,111355765,8.20672E+11,4.17727E+12,5.39944E+12,1.13796E+13,1.00769E+13,4.613E+11,4.31999E+11,3.5048E+11,4.33091E+11,4.9662E+11,2.86951E+11,87359200000,1.99592E+11,1790.8,1.7196E+11,55732000000,10,55732000000,1.41906E+11,1.99592E+11,1.4526E+11,3.85497E+11,-1.06679E+11,1.80488E+11,1.28875E+12,1.42528E+12,-4.694,-1.89,-4.058,-27.906,21.76,12.502,-3.904,2.478,9.948,3.67,51.488,152.736,2.854,1.982,3.472,47.44,110.796,0.864,868.908,1526904246
현대글로비스,A1,578.2,1.73883E+11,3.18031E+12,8.16065E+11,3.06633E+12,64009096800,4.08129E+12,3.06237E+12,2.29395E+12,1.30751E+12,3.60146E+12,19309564000,5000,18750000000,37500000,1.53619E+11,3.41448E+12,3.66013E+12,7.26159E+12,1.32659E+13,5.5126E+11,3.54962E+11,5.31152E+11,4.51462E+11,3.95507E+11,5.87107E+11,1.37152E+11,4.49955E+11,11998.8,4.49489E+11,1.1925E+11,636,1.1925E+11,4.51747E+11,4.49955E+11,-2.08947E+11,2.32525E+11,-2.58733E+11,-15932772200,1.89841E+11,1.73883E+11,4.31,9.512,4.558,-1.724,-4.432,-7.06,8.068,8.304,24.574,13.06,3131.238,1086.466,4.446,3.414,4.004,50.4,98.404,1.864,19420.712,10584448734
현대백화점,A1,1245.2,1.07605E+11,8.24314E+11,9.90826E+11,3.25563E+12,37391124800,4.34064E+12,2.06527E+12,1.10766E+12,4.68297E+11,1.57596E+12,72407323000,1000,1.17012E+11,23402441,6.96427E+11,2.84516E+12,3.58899E+12,5.16495E+12,1.37624E+12,6.91067E+11,8.63463E+11,2.67496E+11,1.28766E+11,23371450200,3.7289E+11,70823192400,3.02067E+11,13389.4,2.82285E+12,19399179800,17.2,19399179800,4.19541E+11,3.02067E+11,-1.4192E+11,7.12683E+11,-1.92375E+11,85246715800,22357786000,1.07605E+11,4.698,7.994,0.154,0.742,33.558,46.462,9.548,7.356,-5.744,8.67,318.676,179.86,27.094,21.952,19.438,69.47,43.956,0.274,3061.162,513994510
현대위아,A1,1365,4.09256E+11,3.23126E+12,6.95009E+11,1.94211E+12,2.00297E+11,2.88612E+12,2.56055E+12,1.6164E+12,1.48289E+12,3.09929E+12,85685950200,500,1.35975E+11,27195083,4.99045E+11,2.42678E+12,3.01809E+12,6.11738E+12,7.10963E+12,1.49551E+11,2.47543E+11,-4231563200,1.02502E+11,1.44501E+11,-46230978600,-14539684000,-31691294600,-1192.8,17530741000,15937037000,12,15937037000,-54427818800,-31691294600,-3.35571E+11,9.69799E+11,86570141400,-3.03429E+11,7.16473E+11,4.09256E+11,0.544,-2.028,0.986,0,0,0,-3.168,-0.764,2.594,-1.03,-34,37.578,-0.66,-0.452,-0.058,49.338,102.692,1.168,2202.842,2183315048
현대제철,A1,4605,6.48942E+11,6.4505E+12,2.83118E+12,2.0234E+13,1.46482E+12,2.47386E+13,1.27372E+13,5.56904E+12,8.8545E+12,1.44235E+13,4.04723E+11,500,6.67229E+11,133445785,3.71996E+12,1.14148E+13,1.67655E+13,3.11891E+13,1.79222E+13,1.84497E+12,9.21669E+11,1.05339E+12,3.67871E+11,6.91716E+11,7.29549E+11,2.14997E+11,5.14552E+11,3919.8,5.44543E+11,98452984000,15,98452984000,1.64544E+12,5.14552E+11,-1.12484E+12,1.6783E+12,-5.17369E+11,3238200600,6.45704E+11,6.48942E+11,1.74,1.404,13.106,-15.974,-32.046,-34.586,2.418,2.354,16.432,3.102,109.338,55.97,4.15,2.926,5.932,53.756,86.028,0.58,2432.062,1574335704
CJ,A1,46,31960468200,53740140400,2.6588E+12,55900804600,19807103000,2.77086E+12,2.8246E+12,80589902200,67983699800,1.48574E+11,1.57915E+11,5000,1.46614E+11,29176998,9.92994E+11,1.72137E+12,2.67603E+12,2.8246E+12,1.65277E+11,1.65277E+11,90482339800,74794345200,18223959800,41934636600,51083668400,5786164200,45297504200,1590.6,61693981400,53815695400,38,41136159400,70441380000,51083667800,7451634000,41484630600,-72865662600,5027351400,26933116800,31960468200,-0.438,-0.98,15.306,15.746,-22.952,-21.836,57.224,1.806,1.898,1.686,32.348,28.686,31.222,27.678,45.2,94.738,5.556,0.06,1727.994,4019107284
CJ제일제당,A1,6759.8,38421232800,1.3722E+12,3.17028E+12,3.177E+12,2.68673E+11,6.66136E+12,8.03356E+12,2.11557E+12,1.75711E+12,3.87268E+12,78153219000,5000,71516054000,14303210.8,1.30821E+12,2.86946E+12,4.16088E+12,8.03356E+12,5.73429E+12,1.64416E+12,1.36633E+12,2.77826E+11,9.10487E+11,3.28297E+11,8.60016E+11,2.08561E+11,6.51455E+11,41959,6.6676E+11,50689927800,66,50689927800,3.74019E+11,6.51455E+11,-4.22876E+11,1.44788E+12,-18926351000,-67783778000,63943282000,38421232800,12.438,28.288,12.2,4.848,195.754,180.804,17.076,11.06,22.15,16.814,1123.816,851.78,14.512,11.008,4.846,51.37,96.572,0.758,5314.81,850141358
LG전자,A1,37618.2,1.30043E+12,8.50936E+12,8.90715E+12,7.81114E+12,1.00538E+12,1.94738E+13,2.79832E+13,1.10453E+13,7.50221E+12,1.85475E+13,9.04169E+11,5000,8.18239E+11,163647814,3.10025E+12,5.51761E+12,9.43567E+12,2.79832E+13,3.07758E+13,6.47103E+12,5.89791E+12,5.7312E+11,1.19698E+12,1.42058E+12,3.4953E+11,49175600000,3.00354E+11,1663.4,5.33819E+12,1.10699E+11,12.2,1.10699E+11,1.36713E+12,3.00354E+11,-2.02622E+12,2.41554E+12,5.38388E+11,-1.20699E+11,1.42444E+12,1.30043E+12,1.718,2.41,0.758,-30.45,-91.26,0,-0.362,1.272,3.802,3.282,38.658,33.218,1.106,0.936,1.854,33.72,196.584,1.11,948.538,818090566
SK이노베이션,A1,1761.8,3.45312E+11,1.53558E+12,1.11863E+13,1.70103E+12,9.7561E+11,1.38906E+13,1.54262E+13,6.03339E+11,1.78798E+12,2.39132E+12,4.6857E+11,5000,4.62328E+11,92465564,5.68325E+12,7.42991E+12,1.30349E+13,1.54262E+13,3.40988E+12,2.36706E+12,4.56954E+11,1.9101E+12,2.17668E+11,1.99426E+11,1.92834E+12,2.90316E+11,1.645E+12,17984,7.13163E+12,5.77368E+11,128,5.77368E+11,2.0225E+12,1.645E+12,-1.23323E+12,1.33894E+12,-7.82849E+11,6418574400,3.39935E+11,3.45312E+11,7.902,2.476,73.662,968.208,19.08,4.69,12.646,12.95,14.952,12.764,411.536,351.07,56.626,48.608,56.052,84.604,18.36,0.228,2839.166,1931709140
S-OIL,A1,3225.4,5.86953E+11,6.2181E+12,2.49339E+11,8.9176E+12,47549600000,9.46183E+12,1.56799E+13,5.29149E+12,3.77585E+12,9.06734E+12,2.91512E+11,2500,2.81457E+11,112582792,1.3315E+12,4.967E+12,6.61259E+12,1.56799E+13,2.36344E+13,1.59486E+12,6.6289E+11,9.31968E+11,5.14261E+11,5.92932E+11,8.53297E+11,2.01369E+11,6.51929E+11,5599,5.48568E+11,2.29445E+11,78.8,2.29445E+11,2.85693E+11,6.51929E+11,-5.7748E+11,2.29779E+12,2.87398E+11,-4389400000,5.91356E+11,5.86953E+11,7.228,-0.468,24.328,-38.194,-46.432,-46.412,1.388,5.792,12.888,9.848,292.716,223.64,3.918,2.992,4.132,42.252,137.512,1.554,2169.02,7334004774
경남은행,A1,0,0,0,0,2.93283E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남은행,A1,2543,1.10106E+12,1.44248E+11,25885960600,2.89575E+11,1.67644E+11,0,3.73866E+13,0,6.7222E+11,3.41775E+13,4.32105E+11,5000,4.32105E+11,86420912,1.06611E+12,1.70115E+12,3.2091E+12,3.73866E+13,1.55912E+12,0,4.25909E+11,2.57417E+11,6990000000,21496947200,2.4291E+11,52877056000,1.90033E+11,1997,1.56555E+11,32839946800,7.6,0,8.40312E+11,1.90033E+11,-3.91472E+11,3.32408E+12,-4.31417E+11,17422337800,3.7197E+11,3.90093E+11,3.322,6.914,4.448,-8.134,-10.83,-11.668,-1.614,0.658,7.856,6.154,56.214,43.974,15.664,12.268,16.594,8.586,1065.294,0.04,642.67,613149542
광주은행,A1,0,0,25144815200,0,1.86972E+11,0,0,0,0,3.3121E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
광주은행,A1,1531,1.1242E+12,1.2232E+11,10258118200,63355545000,1.0623E+11,0,2.31804E+13,0,1.83899E+11,2.15298E+13,2.5658E+11,5000,2.5658E+11,51316057,6.90918E+11,6.43044E+11,1.65065E+12,2.31804E+13,9.34753E+11,0,2.94548E+11,1.96517E+11,7367200000,11432959400,1.92451E+11,46476200000,1.45975E+11,2744,1.64665E+11,12823000000,5,0,2.37301E+11,1.45975E+11,-51016138400,1.87962E+12,-1.84838E+11,1446488800,2.00035E+11,2.01335E+11,0.45,7.092,8.938,23.562,21.368,21.308,-0.326,0.83,12.048,9.138,75.008,56.896,20.572,15.606,21.008,7.126,1306.33,0.04,543.374,610592324
국민은행,A1,17569.4,1.38996E+13,1.07206E+11,51654800000,15482492600,9.64548E+11,0,3.39354E+14,0,1.81742E+11,3.13316E+14,2.0219E+12,5000,2.0219E+12,404379116,5.00209E+12,1.83926E+13,2.60387E+13,3.39354E+14,1.81816E+13,0,3.69324E+12,2.86817E+12,2.44269E+11,2.01143E+11,2.9113E+12,6.6254E+11,2.24876E+12,5561.2,2.46799E+12,6.56388E+11,32.464,0,-1.66233E+12,2.24876E+12,-3.82236E+12,5.62441E+13,4.7076E+12,-7.77086E+11,5.72091E+12,4.84908E+12,7.878,6.694,-1.646,57.7,54.134,52.908,-5.682,0.89,11.53,8.92,143.99,111.218,16.082,12.39,15.842,7.674,1202.832,0.054,1187.838,1034588532
국민은행,A1,0,0,1.1055E+11,0,16163076400,0,0,0,0,2.36042E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대구은행,A1,3217,1.97115E+12,0,76903259800,11752283800,1.03692E+11,0,4.88556E+13,0,0,4.48626E+13,6.80625E+11,5000,6.80625E+11,136125000,6.61197E+11,2.70563E+12,3.99302E+12,4.88556E+13,2.49627E+12,0,6.22522E+11,3.40773E+11,14126200000,23098169800,3.31801E+11,78252038200,2.53549E+11,1729,2.63666E+11,0,0,0,3.50606E+11,2.53549E+11,-4.34564E+11,3.82479E+12,-36949661400,-1.20908E+11,8.79357E+11,7.53538E+11,3.75,7.692,2.064,-5.594,-7.912,-9.274,0.15,0.69,8.666,6.624,48.752,37.25,13.328,10.186,13.684,8.17,1125.378,0.05,486.67,776099968
대림산업,A1,7327.4,1.38129E+12,5.21633E+12,3.14187E+12,7.95323E+11,25579979400,5.07952E+12,1.02959E+13,3.99599E+12,1.37969E+12,5.37567E+12,2.185E+11,5000,1.975E+11,34800000,5.3945E+11,4.22852E+12,4.92018E+12,1.02959E+13,1.00423E+13,1.01986E+12,5.15788E+11,5.04074E+11,6.08101E+11,4.75125E+11,6.37049E+11,1.67869E+11,4.69181E+11,12150,1.3425E+12,55002000000,28.4,55002000000,6.20181E+11,4.69181E+11,-3.43805E+11,1.10097E+12,-2.48837E+11,27539558200,1.35245E+12,1.38129E+12,-2.976,6.142,1.336,45.55,324.03,425.24,12.256,6.14,13.138,9.666,291.554,214.726,6.758,4.994,5.18,47.878,109.956,0.958,2151.8,1367705082
대신증권,A1,1443.8,1.72611E+12,0,2.00738E+11,1202651000,30026265400,0,1.38148E+13,0,0,1.20507E+13,4.34867E+11,5000,2.54867E+11,50773400,6.00945E+11,6.98567E+11,1.7641E+12,1.38148E+13,2.6499E+12,0,2.85354E+11,97726337600,32806703800,13783077000,1.1675E+11,23299869000,93450095400,1296.6,1.97689E+11,45183313200,12.32,45183313200,-4.99267E+11,93450095400,-82650852800,2.02056E+11,6.78859E+11,96941742400,1.38936E+11,2.33981E+11,-0.57,3.552,-25.138,127.93,109.134,92.506,-3.21,0.844,6.706,5.368,26.846,21.488,4.804,3.83,4.074,12.77,683.174,0.188,346.358,1832856254
미래에셋대우,A1,4554.2,5.8261E+12,0,0,0,6.43953E+11,0,6.29772E+13,0,0,5.50733E+13,3.82196E+12,5000,3.33158E+12,661516408,2.1541E+12,1.95536E+12,7.90389E+12,6.29772E+13,1.05523E+13,0,9.05365E+11,5.46025E+11,37668289000,28149256200,5.55544E+11,1.25321E+11,4.30223E+11,695.6,1.77318E+12,1.42221E+11,4.4,1.42221E+11,-2.01915E+12,4.30223E+11,-1.59997E+12,9.37002E+12,3.75397E+12,1.34845E+11,7.72954E+11,9.06635E+11,10.732,11.628,62.818,469.846,558.516,571.568,-2.07,0.932,7.434,5.754,15.414,11.934,5.302,4.102,5.22,12.57,695.92,0.176,109.192,2319484886
부산은행,A1,3263.8,1.82361E+12,0,1.38691E+11,1.46714E+12,1.99889E+11,0,5.19036E+13,0,0,4.72259E+13,9.77418E+11,5000,9.77418E+11,195483650,7.0486E+11,3.01425E+12,4.67775E+12,5.19036E+13,2.6665E+12,0,6.05523E+11,3.95148E+11,14812646800,34790047800,3.75171E+11,85938729000,2.89232E+11,1414.6,2.5875E+11,46955172800,5.62,0,6.19298E+11,2.89232E+11,-2.90677E+11,2.65158E+12,-2.52902E+11,75719246200,5.29441E+11,5.98813E+11,1.74,7.474,-1.614,27.662,28.404,27.076,-1.272,0.726,8.248,6.362,38.386,29.592,14.082,10.85,14.83,9.008,1010.654,0.05,378.584,817000404
산은캐피탈,A1,219.8,25144815200,0,0,0,2479032200,0,5.25069E+12,0,0,4.44112E+12,3.10877E+11,5000,3.10877E+11,62175466,0,5.00122E+11,8.09562E+11,5.25069E+12,4.63384E+11,0,41853943400,1.88469E+11,96481600,70228400,1.88496E+11,50186922400,1.38309E+11,2224.6,4.82963E+11,44890686400,14.44,44890686400,-55388958800,1.38309E+11,-1.5527E+11,8.63952E+11,2.06014E+11,-4645408200,28935151600,24289742000,6.788,11.984,11.704,29.93,30.03,25.358,1.324,3.7,24.504,17.994,60.632,44.492,40.53,29.782,40.524,15.406,549.178,0.092,160.412,2105182186
삼성SDI,A1,9966.8,6.42614E+11,3.28294E+12,8.39979E+12,1.93933E+12,7.06433E+11,1.11547E+13,1.44376E+13,2.45827E+12,1.40781E+12,3.86608E+12,3.56712E+11,5000,3.48473E+11,68764530,4.83855E+12,5.29101E+12,1.05716E+13,1.44376E+13,7.09051E+12,1.3462E+12,1.00973E+12,3.36473E+11,3.99804E+11,2.99942E+11,4.36335E+11,81017691200,3.55317E+11,5312,5.83845E+11,66944610000,20,66944610000,-1.47174E+11,3.55317E+11,-3.88139E+11,1.13793E+12,5.65866E+11,30553227600,6.14259E+11,6.42614E+11,10.05,3.112,39.45,3268,635.01,428.28,7.792,3.09,4.16,3.388,122.324,99.606,5.552,4.584,4.152,73.514,36.416,0.516,2960.368,706206092
삼양사,A1,1324,23353858800,5.21773E+11,4.2996E+11,6.70701E+11,8743095400,1.12539E+12,1.64716E+12,3.53758E+11,2.35488E+11,5.89246E+11,53299365000,5000,51449015000,10289803,8.54185E+11,1.81207E+11,1.05791E+12,1.64716E+12,1.64929E+12,2.79803E+11,2.25612E+11,54190860000,42231525200,56602197200,39820187600,10295685000,29524502600,2946.2,25941195000,14038617400,28,14038617400,-22298906000,29524502600,-86741280800,2.5133E+11,51861328800,-57178857600,80633150000,23438790600,-0.114,0.538,2.58,-13.1,-14.932,-12.378,7.014,2.418,3.77,2.796,74.708,55.394,2.412,1.786,3.288,64.224,55.696,1.002,1885.01,1246563376
신한은행,A1,0,0,0,0,3.01113E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
신한캐피탈,A1,201.6,1.2232E+11,0,0,0,5988400000,0,5.7927E+12,0,0,5.06034E+12,1.8E+11,5000,1.8E+11,32250000,0,5.46799E+11,7.32356E+11,5.7927E+12,3.15281E+11,0,38287800000,1.31831E+11,210200000,696400000,1.31345E+11,32877200000,98467400000,3053.2,5.29309E+11,29424800000,18.24,29424800000,-3.76175E+11,1.31345E+11,-2.68746E+11,5.29913E+11,7.27711E+11,82790200000,33737600000,1.16537E+11,16.244,7.562,11.386,80.392,80.112,69.658,4.182,2.428,18.51,13.896,72.972,54.704,41.468,31.162,41.618,12.68,690.086,0.06,306.864,1562899680
